Дата выдачи,Подразделение,Контракт,Sum of Первоначальная сумма займа,Sum of Ежемесячный платеж,Sum of Кол-во дней просрочки (фактическое),Кредитный продукт
2021-02-17 00:00:00,Тойота Центр Шымкент,10102210142,12189916,324521,11,КАСКО ПВ 30-39.9% 24
2023-02-03 00:00:00,Mycar Astana,10102230389,19760975,396425,58,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2019-03-04 00:00:00,Тойота Сити,1010319007,10647549,260998,15,ПВ 40%+ / Срок 54-60 м.-БПД
2021-09-03 00:00:00,Тойота Центр Алматы,10109210327,10382337,72602,541,Отсрочка с вознаграждением-БУ
2021-10-26 00:00:00,Тойота Центр Уральск,10110210092,17150000,570122,4,Tested/Select ПВ 20-39.9% / Срок 12-84 м. БУ/Анн
2021-10-14 00:00:00,Тойота Центр Алматы,10110210159,10436892,264677,137,ПВ 20-39.9% / Срок 12-84
2021-11-02 00:00:00,Тойота Центр Караганда,10111210042,6887280,191994,95,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-11-03 00:00:00,Тойота Центр Шымкент,10111220330,21192237,874988,144,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес PS
2023-02-03 00:00:00,Тойота Сити Астана,10202230073,15778425,342881,88,Easy Flex / ПВ 20%+ / Срок 12м / PS / АСП / 01_23
2021-03-31 00:00:00,Тойота Сити,10203210058,3950000,96362,4,ПВ 20%+ / Срок 18-84 м.
2021-04-05 00:00:00,Тойота Центр Қостанай,10204210024,15660628,366933,24,ПВ 20%+ / Срок 18-84 м.
2023-05-12 00:00:00,Тойота Сити,10205230245,6400000,150408,18,Dealer Staff / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-06-03 00:00:00,Тойота Центр Алматы,10206220211,12558908,323192,57,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2020-07-03 00:00:00,Тойота Центр Шымкент,10211190052R02,15659162,367773,25,Comfrot 24 ПВ 40-65% БП
2020-11-03 00:00:00,Тойота Центр Шымкент,10211200018,3771744,131369,178,SMART Credit / ПВ 20%+ / Срок 36м / АСП / 05_23
2021-12-06 00:00:00,Тойота Центр Алматы,10212210495,22514920,571773,53,ПВ 20-39.9% / Срок 12-84
2021-12-03 00:00:00,Mycar Raiymbek,10212210511,19327977,23285005,207,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-02-27 00:00:00,Тойота Центр Шымкент,10212220205R01,9311628,34138,88,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 11_22
2022-03-04 00:00:00,Тойота Центр Жетісу,10303220288,6837700,171890,25,ПВ 40%+ / Срок 12-84 м / Без забот-Н/А
2019-12-31 00:00:00,Тойота Сити Астана,1030518015R01,7376134,37483,4,Camry 06.16 ПВ 40%+ / Срок 54-60 м.БПД
2022-06-08 00:00:00,Lexus Astana,10306220053,13313267,16549234,23,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-03 00:00:00,Тойота Сити Астана,10306220061,31233031,38824636,28,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-12-30 00:00:00,Тойота Центр Павлодар,10306220202R05,13278363,5389809,28,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-06 00:00:00,Тойота Сити Астана,10306220251,13856665,17196914,28,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2021-07-08 00:00:00,Тойота Центр Алматы,10307210111,11603460,237915,98,ПВ 20%+ / Срок 18-84 м.
2021-11-09 00:00:00,Тойота Сити,10311210537,17763314,671465,51,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2021-03-09 00:00:00,Тойота Центр Шымкент,10403210205,8578732,191082,21,ПВ 40-65%.
2023-04-10 00:00:00,Тойота Центр Актобе,10403220451R02,11800083,515723,25,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2019-04-17 00:00:00,Тойота Центр Шымкент,10404190117,12007647,234486,4,Comfrot 24 ПВ 40-65% БП
2022-04-04 00:00:00,Тойота Центр Шымкент,10404220062,4796328,122581,207,Easy c КАСКО ПВ 20%+/ Срок 24 мес-БУ
2022-04-05 00:00:00,Тойота Центр Шымкент,10404220229,12310688,366133,25,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-04-05 00:00:00,Тойота Центр Алматы,10404220344,5713327,230368,80,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-05-20 00:00:00,Тойота Центр Жетісу,10405220152,9458034,11813468,42,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2021-06-07 00:00:00,Тойота Центр Актобе,10406210343,16998293,471718,86,КАСКО ПВ 30-39.9% 36
2022-06-07 00:00:00,Тойота Центр Караганда,10406220011,10327941,280521,74,Easy c КАСКО ПВ 20%+/ Срок 24 мес-БУ
2021-08-17 00:00:00,Тойота Центр Шымкент,10408210010,36330771,1837375,11,ПВ 40%+ / Срок 12-84 м.-Н/А-Повторные
2023-02-01 00:00:00,Тойота Сити Астана,1040918007R02,5235510,128660,15,ПВ 20-39.9% / Срок 54-60 м.-БПД
2021-10-06 00:00:00,Тойота Сити Астана,10410210339,5835626,140936,85,Стандарт с КАСКО ПВ 5-9.99% + / Cрок 12-84 мес
2022-02-04 00:00:00,Тойота Центр Павлодар,10412190018R03,12393731,294649,490,ПВ 20-39.9% / Срок 54-60 м.-БПД
2021-12-07 00:00:00,Тойота Центр Кызылорда,10412210089,15324289,305728,51,ПВ 20%+ / Срок 18-84 м.
2020-05-02 00:00:00,Тойота Сити,10501200017R01,9861900,0,15,ПВ 40%+ / Срок 12-60 м.
2023-01-20 00:00:00,Тойота Центр Шымкент,10501220114R02,10833583,211533,11,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2019-06-18 00:00:00,Тойота Центр Атырау,1050218007R01,12977414,49053,1080,Атырау ПВ 20-39.9% / Срок 54-60 м.
2020-05-27 00:00:00,Тойота Центр Жетісу,10505200179,5716000,139272,2,Camry/Corolla ПВ 40% + / Срок 12-60 мес-БПД
2019-11-08 00:00:00,Тойота Центр Шымкент,10509190103R02,11685972,291488,11,ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-09-06 00:00:00,Тойота Центр Шымкент,10509220116,6766327,199012,267,Easy c КАСКО Toyota/Lexus ПВ 20-50%+/ Срок 36 мес
2020-07-23 00:00:00,Тойота Сити,10510190100R01,11301830,300489,10,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2022-11-03 00:00:00,Тойота Сити Астана,10510210742R02,8451617,247459,163,Tested/Select ПВ 20-39.9% / Срок 12-84 м. БУ/Анн
2022-10-22 00:00:00,Тойота Центр Уральск,10510220337,22660905,482580,9,Easy с КАСКО ПВ 20-39.9%/ Срок 24 мес
2023-02-10 00:00:00,Mycar Kuldzhinka,10602230343,30252619,586668,51,Easy Flex ПВ 20%+/  Срок 12 мес
2020-03-26 00:00:00,Тойота Центр Астана,10603200121,11153700,271337,10,ПВ 20-39.9% / Срок 12-84- НА-повторные
2023-03-09 00:00:00,Тойота Центр Шымкент,10603230300,18197222,469961,51,Easy с КАСКО/ ПВ 20-65% / Срок 36м / 11_22
2022-10-20 00:00:00,Тойота Центр Атырау,10605190395R01,11414080,176675,10,ПВ 40%+ / Срок 54-60 м.-БПД
2022-09-14 00:00:00,Тойота Центр Алматы,10605220192R01,18503700,344108,46,ПВ 20+% Toyota/Lexus / Срок 12-84-Повторные-Б/У
2022-05-11 00:00:00,Тойота Центр Есиль,10605220218,22601841,28230618,51,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2019-06-07 00:00:00,Тойота Сити,10606190212,11583953,290565,10,ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-06-09 00:00:00,Тойота Центр Жетісу,10606220340,14663138,18314855,22,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2022-06-07 00:00:00,Тойота Сити Астана,10606220415,17983907,22343110,25,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-09-07 00:00:00,Тойота Центр Шымкент,10609220073,11475385,375575,53,Easy c КАСКО Toyota/Lexus ПВ 20-50%+/ Срок 36 мес
2022-09-07 00:00:00,Mycar Raiymbek,10609220495,8888000,243124,115,ПВ 20-39.9% / Срок 12-84
2022-10-07 00:00:00,Тойота Центр Атырау,10610220039,11953714,295967,53,ПВ 20+% Toyota/Lexus / Срок 12-84-Повторные-Б/У
2021-11-09 00:00:00,Тойота Сити Астана,10611210062,7138223,199856,21,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-03-29 00:00:00,Тойота Сити,10612210467R01,13655091,177360,112,Easy c КАСКО ПВ 20%+/ Срок 24 мес-БУ
2023-02-08 00:00:00,Тойота Центр Уральск,10702230094,21449232,415950,84,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2022-04-08 00:00:00,Тойота Центр Павлодар,10704220275,9320583,11586075,84,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-04-10 00:00:00,Тойота Центр Павлодар,10704230175,9385818,188289,51,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2021-09-08 00:00:00,Тойота Центр Актобе,10709210214,16522248,447736,15,ПВ 30-39.9%.
2022-11-08 00:00:00,Lexus Astana,10711220458,15923785,319447,22,Easy Flex ПВ 20%+/  Срок 12 мес
2022-12-08 00:00:00,Тойота Центр Караганда,10712220275,24707625,2325615,4,Стандарт Удержанный / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2019-02-11 00:00:00,Тойота Сити Астана,1080219004,10687014,266938,15,ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-04-11 00:00:00,Тойота Центр Шымкент,10804220019,24447744,605276,109,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2022-06-09 00:00:00,Тойота Центр Алматы,10806220124,15982820,19867658,22,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-09 00:00:00,Тойота Центр Алматы,10806220223,19407094,24124247,22,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2023-06-09 00:00:00,Тойота Центр Жетісу,10806230016,18757859,511550,3,Camry Стандарт / ПВ 20%+ / Срок 12-84м / 06_23
2022-01-21 00:00:00,Тойота Центр Шымкент,10808190093R02,8461181,173598,11,Corolla 05.19 ПВ 20-39.9% / Срок 54-72 м.-БПД
2019-11-11 00:00:00,Тойота Центр Астана,10811190098,10355942,252211,15,Comfrot 24 ПВ 40-65% БП
2022-12-12 00:00:00,Тойота Центр Атырау,10812210069R01,2695589,235251,53,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-01-10 00:00:00,Тойота Центр Шымкент,10901230226,15470877,370106,15,Easy с КАСКО / ПВ 20-65% / Срок 36м / АСП / 11_22
2022-02-10 00:00:00,Mycar Raiymbek,10902220341,16847858,51557,141,Субс. отсрочка с ЕП ПВ 20-40%/Срок 12 м-БУ
2022-02-17 00:00:00,Тойота Центр Астана,10902220366,16783275,20358665,134,Отсрочка ПВ 20%+/Срок 12 м.
2022-03-15 00:00:00,Тойота Центр Астана,10903210192R01,12718543,436575,122,ПВ 20-39.9% / Срок 12-84
2019-04-10 00:00:00,Тойота Центр Караганда,10904190047,12291015,122988,7,ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-06-10 00:00:00,Mycar Kuldzhinka,10906220081,9097649,11308954,21,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2020-07-22 00:00:00,Тойота Центр Атырау,10907200025,12516930,330990,4,Camry/Corolla ПВ 10-39.9%/12-60м/ТЦ Атырау-БПД
2021-07-13 00:00:00,Тойота Центр Алматы,10907210156,7945831,212111,7,Сorolla/Camry/Rav 4 ПВ 30-39.9%-Comfort 24-БПД
2021-08-11 00:00:00,Тойота Центр Атырау,10908210262,9595000,247197,51,ПВ 20-39.9% / Срок 12-84 м / ТЦ Атырау
2022-09-12 00:00:00,Тойота Центр Астана,10909220021,17144109,449161,11,Стандарт с КАСКО ПВ 20%+ /12-84 м/ Без забот
2021-10-12 00:00:00,Тойота Центр Шымкент,10910210052,13644534,381978,49,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2021-11-17 00:00:00,Тойота Сити Астана,10911210143,15121620,411121,39,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2021-11-11 00:00:00,Тойота Центр Жетісу,10911210242,9156418,229838,10,Стандарт с КАСКО ПВ 20%+ /12-84 м/ Без забот
2020-07-01 00:00:00,Тойота Центр Уральск,10912190104R02,11827031,257697,46,Comfrot 24 ПВ 40-65% БП
2020-12-14 00:00:00,Тойота Центр Шымкент,10912200093,8335204,193806,16,Comfort 24 КАСКО ПВ 40-65% Н/А
2022-02-11 00:00:00,Тойота Центр Астана,11002220082,13865499,330187,137,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2023-03-13 00:00:00,Тойота Центр Караганда,11003230114,60423750,5756362,39,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / 11_22
2021-10-19 00:00:00,Тойота Сити,11004190093R01,9280877,226960,25,Стандарт с КАСКО ПВ 40% + / Cрок 12-84 мес-БПД
2021-04-15 00:00:00,Тойота Сити Астана,11004210065,20135360,401192,15,ПВ 20%+ / Срок 18-84 м.
2021-06-11 00:00:00,Тойота Центр Караганда,11006210170,8132760,224864,39,КАСКО ПВ 40-65%-БПД
2022-06-13 00:00:00,Тойота Сити Астана,11006220070,10082870,12513419,21,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-06-14 00:00:00,Mycar Astana,11006220237,6871267,171772,46,Отсрочка с платежами ПВ 20%+/ Срок 60 мес БУ
2019-09-11 00:00:00,Тойота Центр Жетісу,11009190031,4822470,51952,50,ПВ 40%+ / Срок 42-48 м.
2019-09-11 00:00:00,Тойота Центр Актобе,11009190205,11536926,85875,1,RAV4 ПВ 20-39.9% / Срок 54-60 м. БПД
2019-09-12 00:00:00,Тойота Центр Алматы,11009190262,5628200,13135,3,Camry 06.16 ПВ 40%+ / Срок 54-60 м.БПД
2020-09-17 00:00:00,Тойота Центр Қостанай,1101018002R03,7636216,171654,135,Comfrot 24 ПВ 40-65% БП
2019-10-16 00:00:00,Тойота Центр Караганда,11010190228,5649600,20490,123,Tested/Select ПВ 20-39.9% / Срок 54-60 м. - БУ
2022-12-23 00:00:00,Тойота Центр Павлодар,11012210214R01,30959408,2246450,17,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2021-12-13 00:00:00,Тойота Центр Шымкент,11012210271,26266781,582873,17,Easy c КАСКО Toyota/Lexus ПВ 20-50%+/ Срок 36 мес
2021-12-14 00:00:00,Тойота Центр Актобе,11012210313,11763312,280873,10,Easy с КАСКО ПВ 20-39.9%/ Срок 24 мес
2023-01-12 00:00:00,Тойота Центр Атырау,11101230156,19440000,493009,18,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2023-02-17 00:00:00,Тойота Центр Алматы,11102230080,13001092,267309,11,Easy Flex / ПВ 20%+ / Срок 12м / Без забот / 01_23
2020-03-16 00:00:00,Тойота Центр Караганда,11103200082,6630950,134321,15,Comfort 24 КАСКО ПВ 40-65% Н/А
2021-04-13 00:00:00,Тойота Центр Кызылорда,11104210015,9895132,150843,46,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2023-04-14 00:00:00,Тойота Центр Шымкент,11104230104,18225000,704438,15,Стандарт Удержанный / ПВ 20%+ / Срок 12-84м / Без забот / 11_22
2021-05-17 00:00:00,Тойота Центр Павлодар,11105210089,7451750,197221,123,Tested/Select ПВ 20-39.9% / Срок 12-84 м. БУ/Анн
2022-05-12 00:00:00,Тойота Сити Астана,11105220419,11834015,14710430,50,Отсрочка ПВ 20%+/Срок 12 м.
2022-07-12 00:00:00,Тойота Центр Алматы,11107220102,13278096,533184,18,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-12-31 00:00:00,Тойота Центр Актобе,11107220193R01,23842218,357384,81,Easy c КАСКО Toyota/Lexus ПВ 20%+/ Срок 24 мес/ PS
2022-07-26 00:00:00,Тойота Центр Есиль,11107220425,12511557,303183,200,Easy c КАСКО ПВ 20%+/ Срок 36 мес/ Без забот
2022-08-12 00:00:00,Тойота Центр Шымкент,11108220051,4505625,140652,18,ПВ 20-39.9% / Срок 12-84
2020-11-06 00:00:00,Тойота Сити Астана,11109190147R02,10830540,226133,38,ПВ 20-39.9% / Срок 54-60 м.-БПД
2021-09-16 00:00:00,Тойота Центр Жетісу,11109210036,11002268,266477,11,Стандарт с КАСКО ПВ 20%+ /12-84 м/ Без забот
2019-11-13 00:00:00,Тойота Центр Атырау,11111190242,11429788,130833,10,Camry B2 10.19 ПВ 20 - 39.9%+ Срок 54-60 м.
2019-12-19 00:00:00,Тойота Сити,11112190167,19877604,330551,10,Comfrot 24 ПВ 40-65% БП
2019-12-18 00:00:00,Тойота Центр Уральск,11112190290,19877604,60865,3,ПВ 40%+ / Срок 54-60 м.-БПД
2020-05-01 00:00:00,Тойота Центр Жетісу,11203200065R02,10252409,415719,4,Camry/Corolla ПВ 10-39.9%/ Срок 60 мес Без Подтв
2022-03-29 00:00:00,Тойота Центр Астана,11203210148R01,17984832,526658,1,ПВ 40%+ / Срок 12-84 м. БПД
2021-04-14 00:00:00,Тойота Центр Қостанай,11204210154,25587904,189867,443,Отсрочка с вознаграждением-БУ
2022-05-13 00:00:00,Тойота Сити,11205220251,22857244,28413002,49,Отсрочка ПВ 20%+/Срок 12 м.
2023-05-16 00:00:00,Тойота Центр Алматы,11205230037,9542248,212158,14,Easy Flex / ПВ 20%+ / Срок 12м / PS / Без забот / АСП / 01_23
2020-06-15 00:00:00,Тойота Центр Атырау,11206200211,7453800,247933,15,ПВ 40%+ / Срок 12-84 м. БПД
2019-07-16 00:00:00,Тойота Центр Уральск,11207190288,14256793,70658,15,Camry 06.16 ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-07-13 00:00:00,Тойота Центр Уральск,11207220309,12290980,315845,18,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-07-14 00:00:00,Тойота Центр Актау,11207220499,14831065,531218,15,Easy c КАСКО ПВ 20%+/ Срок 24 мес-БУ
2021-08-13 00:00:00,Тойота Центр Актобе,11208210341,11127682,312030,46,КАСКО ПВ 30-39.9% 24
2023-03-17 00:00:00,Тойота Центр Алматы,11209220117R01,9806921,205306,11,Стандарт с КАСКО ПВ 20%+ /12-84 м/ Без забот
2021-12-15 00:00:00,Тойота Центр Қостанай,11210210339R02,16618620,435587,319,КАСКО ПВ 30-39.9%.
2022-10-13 00:00:00,Тойота Центр Караганда,11210220015,7063890,206679,4,Easy c КАСКО ПВ 20%+/ Срок 24 мес-БУ
2022-10-13 00:00:00,Тойота Центр Актау,11210220106,53829413,1167540,77,ПВ 20%+ / Срок 18-84 м.
2020-11-16 00:00:00,Тойота Сити Астана,11211200115,14185663,385065,14,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2022-12-14 00:00:00,Тойота Центр Шымкент,11212220252,10829734,337096,4,Стандарт с КАСКО / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 11_22
2022-05-31 00:00:00,Тойота Центр Караганда,11301200116R02,6157750,141718,10,ПВ 40-65%-Comfort 36-СПД
2021-10-15 00:00:00,Тойота Центр Есиль,11301210032R01,8059800,27393,2,ПВ 40%+ / Срок 12-84 м / Без забот-Н/А
2020-02-17 00:00:00,Тойота Сити Астана,11302200149,10789200,298972,11,ПВ 20-39.9% / Срок 12-84-НА
2022-09-09 00:00:00,Тойота Центр Алматы,11303200189R02,6885000,107078,11,Camry/Corolla ПВ 40% + / Срок 12-60 мес-БПД
2023-03-14 00:00:00,Тойота Сити,11303230145,10948896,219646,16,Easy Flex / ПВ 20%+ / Срок 12м / 01_23
2023-03-14 00:00:00,Тойота Центр Караганда,11303230194,9991970,273947,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2022-04-14 00:00:00,Тойота Центр Актау,11304220061,8625806,222151,14,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2023-04-17 00:00:00,Тойота Центр Шымкент,11304230060,19668825,1049187,11,Стандарт Повторный / ПВ 20%+ / Срок 12-84м / Без забот / 11_22
2021-05-14 00:00:00,Тойота Центр Өскемен,11305210111,12719619,347388,4,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2022-05-16 00:00:00,Тойота Центр Павлодар,11305220292,29054240,36116261,46,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-03-25 00:00:00,Тойота Сити Астана,11306190130R06,11228516,72160,4,Corolla 05.19 ПВ 0-19.9% / Срок 54-72 м.
2022-06-17 00:00:00,Тойота Центр Астана,11306220119,18398788,22980833,14,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2022-06-14 00:00:00,Тойота Центр Павлодар,11306220341,12527960,15573047,17,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
2022-10-10 00:00:00,Тойота Центр Атырау,11307220258R01,15841389,290336,81,Стандарт Prado ПВ 40%+/ Срок 12-84 мес
2022-07-18 00:00:00,Тойота Сити,11307220506,31492800,1223143,11,Стандарт с КАСКО ПВ 40% + / Cрок 12-84 мес-БПД
2019-08-22 00:00:00,Тойота Центр Шымкент,11308190013,7553023,138828,7,Comfrot 24 ПВ 40-65% БП
2021-08-17 00:00:00,Тойота Центр Шымкент,11308210563,4600000,128153,3,Tested/Select ПВ 20-39.9% / Срок 12-84 м. БУ/Анн
2021-09-16 00:00:00,Тойота Центр Қостанай,11309210398,21644260,588119,43,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2021-09-14 00:00:00,Тойота Центр Шымкент,11309210414,13401896,319134,108,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2021-12-28 00:00:00,Тойота Центр Атырау,11310210379R01,25635820,541251,36,ПВ 40%+ / Срок 12-84 м / Без забот
2022-10-18 00:00:00,Тойота Центр Есиль,11310220121,11462858,227826,74,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2022-10-17 00:00:00,Тойота Центр Жетісу,11310220162,18420000,571039,11,ПВ 40%+ / Срок 12-84 м.-Б/У Повт./Без забот/PS
2021-11-16 00:00:00,Тойота Центр Алматы,11311210063,7585000,272681,3,SMART Credit / ПВ 20%+ / Срок 36м / АСП / 05_23
2022-01-17 00:00:00,Тойота Центр Шымкент,11401220022,9594515,231487,11,Стандарт с КАСКО ПВ 10-19.9% + / Cрок 12-84 мес
2019-03-15 00:00:00,Тойота Центр Актау,1140319011,15259253,401350,15,Tested/Select ПВ 20-39.9% / Срок 54-60 м. - БУ
2022-03-15 00:00:00,Тойота Сити,11403220012,20090000,553583,63,ПВ 20-39.9% / Срок 12-84- НА-повторные
2022-03-17 00:00:00,Тойота Центр Астана,11403220731,12451531,320442,11,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-03-15 00:00:00,Тойота Центр Шымкент,11403220756,13115577,337046,16,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2023-03-17 00:00:00,Тойота Центр Шымкент,11403230151,23321520,467853,11,Easy Flex / ПВ 20%+ / Срок 12м / 01_23
2022-04-15 00:00:00,Тойота Центр Шымкент,11404220029,10166310,12833169,78,Отсрочка ПВ 20%+/Срок 12 м-БУ PS
2023-04-17 00:00:00,Тойота Центр Астана,11404230069,15054737,334719,11,Easy Flex / ПВ 20%+ / Срок 12м / PS / Без забот / АСП / 01_23
2023-04-17 00:00:00,Тойота Сити,11404230192,11122480,282629,4,Easy Flex / ПВ 20%+ / Срок 12м / АСП / 01_23
2021-05-17 00:00:00,Тойота Центр Шымкент,11405210276,15325134,350743,11,Стандарт с КАСКО ПВ 20-39.9% + / Cрок 12-84 мес НА
2021-06-16 00:00:00,Тойота Центр Жетісу,11406210408,8473900,232906,45,ПВ 40%+ / Срок 12-84 м / Без забот-Н/А
2021-06-16 00:00:00,Тойота Сити Астана,11406210440,6298497,140690,4,Comfort 24 КАСКО ПВ 40-65% Н/А
2022-06-22 00:00:00,Тойота Центр Астана,11406220167,9315405,11635320,9,Отсрочка ПВ 20%+/Срок 12 м/Без забот-БУ
2020-07-16 00:00:00,Тойота Сити,11407200028,7440800,185218,11,Comfort 24 КАСКО ПВ 40-65% Н/А
2022-07-15 00:00:00,Mycar Raiymbek,11407220281,9907650,267725,15,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес PS
2022-07-15 00:00:00,Mycar Raiymbek,11407220471,4707173,106407,15,Отсрочка с платежами ПВ 20%+/ Срок 60 мес БУ
2021-08-18 00:00:00,Тойота Центр Алматы,11408210075,7025710,55157,494,Отсрочка с вознаграждением-БУ
2020-09-14 00:00:00,Тойота Центр Шымкент,11409200117,10609686,338153,2,Tested/Select ПВ 20-39.9% / Срок 12-84 м. БУ/Анн
2022-09-15 00:00:00,Тойота Центр Шымкент,11409220099,14716710,623454,164,Easy c КАСКО ПВ 20%+/ Срок 24 мес-БУ
2023-03-03 00:00:00,Тойота Центр Жетісу,11410210063R01,10153343,241327,11,ПВ 20%+ / Срок 12-84 / Без забот
2022-11-16 00:00:00,Hyundai Shymkent,11411220277,5998789,154054,136,Стандарт с КАСКО ПВ 20% + / Cрок 12-84 мес
2022-12-19 00:00:00,Тойота Центр Павлодар,11412210269R01,16708038,307649,45,Стандарт / ПВ 20%+ / Срок 12-84м / АСП / 11_22
2022-03-03 00:00:00,Тойота Центр Шымкент,11412210350R01,16485029,488399,98,Easy с КАСКО ПВ 20-39.9%/ Срок 36 мес
2022-12-15 00:00:00,Тойота Центр Жетісу,11412220185,10773000,313722,14,Стандарт / ПВ 20%+ / Срок 12-84м / Без забот / АСП / 11_22
2022-12-19 00:00:00,Тойота Центр Есиль,11412220276,11299241,224574,11,Easy Flex ПВ 20%+/  Срок 12 мес/Без забот
2019-01-18 00:00:00,Тойота Центр Жетісу,1150119012,11542963,64900,15,ПВ 20-39.9% / Срок 54-60 м.-БПД
2022-01-17 00:00:00,Тойота Центр Астана,11501220021,16974123,866748,11,ПВ 20-39.9% / Срок 12-84- НА-повторные
2023-01-17 00:00:00,Тойота Центр Алматы,11501230020,16797055,345356,11,Easy Flex / ПВ 20%+ / Срок 12м / Без забот / АСП / 01_23
2022-02-17 00:00:00,Тойота Центр Алматы,11502220061,19880000,408351,9,Dealer Staff ПВ 20%+ / Срок 12-84 м
2022-02-23 00:00:00,Тойота Сити,11502220186,27577576,612607,8,Easy с КАСКО ПВ 20-39.9%/ Срок 36 мес
2021-11-30 00:00:00,Тойота Центр Жетісу,11503210319R02,5514600,109712,11,ПВ 20-39.9% / Срок 12-84 м / Без забот-БПД
2022-03-18 00:00:00,Тойота Центр Өскемен,11503220326,16585525,411139,71,ПВ 40%+ / Срок 12-84 мес БПД
2020-07-01 00:00:00,Тойота Центр Караганда,11505190147R03,7187993,115598,4,Comfrot 24 ПВ 40-65% БП
2022-05-16 00:00:00,Тойота Центр Есиль,11505220068,17584435,21963674,46,Отсрочка ПВ 20%+/Срок 12 м/Без забот
2021-06-17 00:00:00,Тойота Центр Есиль,11506210258,7292200,192114,45,ПВ 40%+ / Срок 12-84 м / Без забот
2022-06-16 00:00:00,Тойота Центр Қостанай,11506220133,16566870,20582590,16,Отсрочка ПВ 20%+/Срок 12 м.
2022-06-16 00:00:00,Тойота Центр Өскемен,11506220141,9332318,11600662,15,Отсрочка / ПВ 20%+ / Срок 12м / АСП / 11_22
